"sku","attribute_set_code","store_view_code","product_type","name","description"
"WJ12-XL-Black","Top","luma_de","simple","Leichte Jacke mit 1/4-Reißverschluss Olivia-XL-Schwarz","<p>Egal, ob Sie Besorgungen machen oder auf dem Weg ins Fitnessstudio sind: Bequemlichkeit ist Ihre Priorität. Die leichte Jacke Olivia verspricht Bequemlichkeit plus einen lässigen Look. Diese Reißverschlussjacke ist mit Schulterstreifen versehen, die ihr einen Hauch Sportlichkeit verleihen, während die geraffte Taille und die der Körperform angepassten Nähte eine schmeichelhafte Silhouette zaubern.</p>
<ul>
<li>Lockere Passform</li>
<li>Reflexionsvermögen </li>
<li>Flache Nähte </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WJ12-XL-Blue","Top","luma_de","simple","Leichte Jacke mit 1/4-Reißverschluss Olivia-XL-Blau","<p>Egal, ob Sie Besorgungen machen oder auf dem Weg ins Fitnessstudio sind: Bequemlichkeit ist Ihre Priorität. Die leichte Jacke Olivia verspricht Bequemlichkeit plus einen lässigen Look. Diese Reißverschlussjacke ist mit Schulterstreifen versehen, die ihr einen Hauch Sportlichkeit verleihen, während die geraffte Taille und die der Körperform angepassten Nähte eine schmeichelhafte Silhouette zaubern.</p>
<ul>
<li>Lockere Passform</li>
<li>Reflexionsvermögen </li>
<li>Flache Nähte </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WJ12-XL-Purple","Top","luma_de","simple","Leichte Jacke mit 1/4-Reißverschluss Olivia-XL-Violett","<p>Egal, ob Sie Besorgungen machen oder auf dem Weg ins Fitnessstudio sind: Bequemlichkeit ist Ihre Priorität. Die leichte Jacke Olivia verspricht Bequemlichkeit plus einen lässigen Look. Diese Reißverschlussjacke ist mit Schulterstreifen versehen, die ihr einen Hauch Sportlichkeit verleihen, während die geraffte Taille und die der Körperform angepassten Nähte eine schmeichelhafte Silhouette zaubern.</p>
<ul>
<li>Lockere Passform</li>
<li>Reflexionsvermögen </li>
<li>Flache Nähte </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WJ12-XS-Black","Top","luma_de","simple","Leichte Jacke mit 1/4-Reißverschluss Olivia-XS-Schwarz","<p>Egal, ob Sie Besorgungen machen oder auf dem Weg ins Fitnessstudio sind: Bequemlichkeit ist Ihre Priorität. Die leichte Jacke Olivia verspricht Bequemlichkeit plus einen lässigen Look. Diese Reißverschlussjacke ist mit Schulterstreifen versehen, die ihr einen Hauch Sportlichkeit verleihen, während die geraffte Taille und die der Körperform angepassten Nähte eine schmeichelhafte Silhouette zaubern.</p>
<ul>
<li>Lockere Passform</li>
<li>Reflexionsvermögen </li>
<li>Flache Nähte </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WJ12-XS-Blue","Top","luma_de","simple","Leichte Jacke mit 1/4-Reißverschluss Olivia-XS-Blau","<p>Egal, ob Sie Besorgungen machen oder auf dem Weg ins Fitnessstudio sind: Bequemlichkeit ist Ihre Priorität. Die leichte Jacke Olivia verspricht Bequemlichkeit plus einen lässigen Look. Diese Reißverschlussjacke ist mit Schulterstreifen versehen, die ihr einen Hauch Sportlichkeit verleihen, während die geraffte Taille und die der Körperform angepassten Nähte eine schmeichelhafte Silhouette zaubern.</p>
<ul>
<li>Lockere Passform</li>
<li>Reflexionsvermögen </li>
<li>Flache Nähte </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WJ12-XS-Purple","Top","luma_de","simple","Leichte Jacke mit 1/4-Reißverschluss Olivia-XS-Violett","<p>Egal, ob Sie Besorgungen machen oder auf dem Weg ins Fitnessstudio sind: Bequemlichkeit ist Ihre Priorität. Die leichte Jacke Olivia verspricht Bequemlichkeit plus einen lässigen Look. Diese Reißverschlussjacke ist mit Schulterstreifen versehen, die ihr einen Hauch Sportlichkeit verleihen, während die geraffte Taille und die der Körperform angepassten Nähte eine schmeichelhafte Silhouette zaubern.</p>
<ul>
<li>Lockere Passform</li>
<li>Reflexionsvermögen </li>
<li>Flache Nähte </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP01","Bottom","luma_de","configurable","Yoga-Hose Karmen","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP01-28-Black","Bottom","luma_de","simple","Yoga-Hose Karmen-28-Schwarz","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP01-28-Gray","Bottom","luma_de","simple","Yoga-Hose Karmen-28-Grau","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP01-28-White","Bottom","luma_de","simple","Yoga-Hose Karmen-28-Weiß","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP01-29-Black","Bottom","luma_de","simple","Yoga-Hose Karmen-29-Schwarz","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP01-29-Gray","Bottom","luma_de","simple","Yoga-Hose Karmen-29-Grau","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP01-29-White","Bottom","luma_de","simple","Yoga-Hose Karmen-29-Weiß","<p>Unsere Yoga-Hose Karmen sollte zur Grundausstattung Ihrer Trainings- und Yogabekleidung gehören. Die Mid-Rise-Hose mit Vierwegestretch-Gewebe fühlt sich immer und überall gut an.</p>
<ul>
<li>Kontrastlinien auf Hüfte </li>
<li>Weiter, bequemer Hosenbund</li>
<li>Knöchellang</li>
<li>Feuchtigkeitsableitende Technologie</li>
</ul>"
"WP02","Bottom","luma_de","configurable","Leggings Emma","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP02-28-Blue","Bottom","luma_de","simple","Leggings Emma-28-Blau","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP02-28-Purple","Bottom","luma_de","simple","Leggings Emma-28-Violett","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP02-28-Red","Bottom","luma_de","simple","Leggings Emma-28-Rot","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP02-29-Blue","Bottom","luma_de","simple","Leggings Emma-29-Blau","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP02-29-Purple","Bottom","luma_de","simple","Leggings Emma-29-Violett","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP02-29-Red","Bottom","luma_de","simple","Leggings Emma-29-Rot","<p>Diese bequemen und praktischen Leggings lassen sich perfekt mit jedem Trainingstop oder legeren T-Shirt kombinieren. Der dezente Kontraststoff und die Passform sorgen dafür, dass Sie immer stylish aussehen, ohne es zu übertreiben.</p>
<ul>
<li>Eng anliegende Passform</li>
<li>Low-Rise </li>
</ul>"
"WP03","Bottom","luma_de","configurable","Parachute-Trainingshose Ida","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP03-28-Black","Bottom","luma_de","simple","Parachute-Trainingshose Ida-28-Schwarz","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP03-28-Blue","Bottom","luma_de","simple","Parachute-Trainingshose Ida-28-Blau","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP03-28-Purple","Bottom","luma_de","simple","Parachute-Trainingshose Ida-28-Violett","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP03-29-Black","Bottom","luma_de","simple","Parachute-Trainingshose Ida-29-Schwarz","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP03-29-Blue","Bottom","luma_de","simple","Parachute-Trainingshose Ida-29-Blau","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP03-29-Purple","Bottom","luma_de","simple","Parachute-Trainingshose Ida-29-Violett","<p>Die Parachute-Trainingshose Ida besteht aus leichtem, superweichem Stoff, der bei jeder Trainingsintensität bequem bleibt – egal, ob beim abwärtsgerichteten Hund oder bei einem kurzen Lauf. </p>
<ul>
<li>Kontraststreifen</li>
<li>Bequeme Passform</li>
<li>Zugkordelverschluss</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP04","Bottom","luma_de","configurable","Parachute-Hose Cora","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP04-28-Black","Bottom","luma_de","simple","Parachute-Hose Cora-28-Schwarz","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP04-28-Blue","Bottom","luma_de","simple","Parachute-Hose Cora-28-Blau","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP04-28-White","Bottom","luma_de","simple","Parachute-Hose Cora-28-Weiß","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP04-29-Black","Bottom","luma_de","simple","Parachute-Hose Cora-29-Schwarz","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP04-29-Blue","Bottom","luma_de","simple","Parachute-Hose Cora-29-Blau","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP04-29-White","Bottom","luma_de","simple","Parachute-Hose Cora-29-Weiß","<p>Ob beim Laufen, Wandern, Entspannen oder Dehnen: Die Parachute-Hose Cora bietet ein bequemes Styling, damit Sie toll aussehen und sich auch so fühlen.</p>
<ul>
<li>Hosenbund aus Power-Mesh für optimalen Halt</li>
<li>Innentasche</li>
<li>Antimikrobielles Finish</li>
<li>Längere Länge</li>
</ul>"
"WP05","Bottom","luma_de","configurable","Leggings Sahara","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP05-28-Blue","Bottom","luma_de","simple","Leggings Sahara-28-Blau","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP05-28-Gray","Bottom","luma_de","simple","Leggings Sahara-28-Grau","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP05-28-Red","Bottom","luma_de","simple","Leggings Sahara-28-Rot","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP05-29-Blue","Bottom","luma_de","simple","Leggings Sahara-29-Blau","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP05-29-Gray","Bottom","luma_de","simple","Leggings Sahara-29-Grau","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP05-29-Red","Bottom","luma_de","simple","Leggings Sahara-29-Rot","<p>Die Leggings Sahara zeichnet sich durch Kontrastfarben, volle Beinlänge und blickdichten, äußerst dehnbaren Stoff aus. Flatlocknähte und schnell trocknende feuchtigkeitsableitende Eigenschaften verhindern unangenehmes Scheuern. Ein tiefer elastischer Hosenbund und sorgfältig platzierte Nähte zaubern eine schmeichelhafte Silhouette.</p>
<ul>
<li>Raffung an den Knöcheln</li>
<li>Versteckte Tasche am Hosenbund</li>
<li>Flache Nähte für zusätzlichen Komfort</li>
<li>Feuchtigkeitsableitendes Gewebe mit Vierwegestretch</li>
</ul>"
"WP06","Bottom","luma_de","configurable","Strumpfhose Diana","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP06-28-Black","Bottom","luma_de","simple","Strumpfhose Diana-28-Schwarz","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP06-28-Blue","Bottom","luma_de","simple","Strumpfhose Diana-28-Blau","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP06-28-Orange","Bottom","luma_de","simple","Strumpfhose Diana-28-Orange","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP06-29-Black","Bottom","luma_de","simple","Strumpfhose Diana-29-Schwarz","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP06-29-Blue","Bottom","luma_de","simple","Strumpfhose Diana-29-Blau","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP06-29-Orange","Bottom","luma_de","simple","Strumpfhose Diana-29-Orange","<p>Perfekt geeignet für Bikram-Yoga bei Höchsttemperaturen oder Stretching in der Abkühlphase. 8 Prozent Dehnbarkeit heißt für Sie volle Flexibilität.</p>
<ul>
<li>Scheuerfreie Flatlocknähte an der Seite </li>
<li>Belüfteter Zwickel</li>
<li>Versteckte Innentasche</li>
<li>Nachhaltiges und recyceltes Gewebe</li>
</ul>"
"WP07","Bottom","luma_de","configurable","Caprihose Aeon","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP07-28-Black","Bottom","luma_de","simple","Caprihose Aeon-28-Schwarz","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP07-28-Blue","Bottom","luma_de","simple","Caprihose Aeon-28-Blau","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP07-28-Orange","Bottom","luma_de","simple","Caprihose Aeon-28-Orange","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP07-29-Black","Bottom","luma_de","simple","Caprihose Aeon-29-Schwarz","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP07-29-Blue","Bottom","luma_de","simple","Caprihose Aeon-29-Blau","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP07-29-Orange","Bottom","luma_de","simple","Caprihose Aeon-29-Orange","<p>Greifen Sie nach den Sternen in der Caprihose Aeon. Mit einem weichen, bequemen Design und feuchtigkeitsableitendem Stoff lässt sich diese zweifarbige Leggings leicht tragen und sieht dabei gut aus. </p>
<ul>
<li>Dicker Hosenbund, 8 cm (3 Zoll)</li>
<li>Innentasche für Medien</li>
<li>Feuchtigkeitsableitendes Gewebe </li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP08","Bottom","luma_de","configurable","Caprihose Bardot","<p>Schwarz ist wieder in. War es jemals out? Das heißt, alle Ihre Lieblingstops passen zur bequemen und vielseitigen Caprihose Bardot. </p>
<ul>
<li>Hosenbund mit Zugkordel </li>
<li>Versteckte Innentasche</li>
<li>Hergestellt aus organischem Gewebe</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
"WP08-28-Black","Bottom","luma_de","simple","Caprihose Bardot-28-Schwarz","<p>Schwarz ist wieder in. War es jemals out? Das heißt, alle Ihre Lieblingstops passen zur bequemen und vielseitigen Caprihose Bardot. </p>
<ul>
<li>Hosenbund mit Zugkordel </li>
<li>Versteckte Innentasche</li>
<li>Hergestellt aus organischem Gewebe</li>
<li>Maschinenwäsche/Trockner</li>
</ul>"
